id,nombre,equipo,equipo_id,posicion,edad,nacionalidad,pais_cod,altura_cm,camiseta,valor_mercado_eur,rating,goles,asistencias,minutos_stats,partidos_stats,goles_p90,xG_p90,tiros_p90,tiros_a_puerta_p90,asistencias_p90,xA_p90,chances_creadas_p90,grandes_chances_p90,pases_precisos_p90,pases_largos_p90,duelos_tierra_ganados_p90,recuperaciones_campo_rival_p90,entradas_p90,intercepciones_p90,despejes_p90,tiros_bloqueados_p90,faltas_cometidas_p90,tarjetas_amarillas_p90,tarjetas_rojas_p90,paradas_p90,porcentaje_paradas_p90,goles_evitados_p90,goles_recibidos_p90,porterias_cero_p90,penales_ganados_p90
1168815,Benny Díaz,FC Juarez,649424,GK,27,Mexico,MEX,187.0,24.0,391539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707890,Guillermo Ruiz,FC Juarez,649424,,22,Spain,ESP,194.0,27.0,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425744,Jesús Murillo,FC Juarez,649424,CB,32,Colombia,COL,183.0,2.0,1409953,6.72,,,821.0,10.0,,0.09,0.5,0.2,,0.05,3.0,2.0,33.2,4.1,0.1,,0.9,2.4,4.4,0.8,1.1,0.329,,,,,,,
1187762,Moisés Mosquera,FC Juarez,649424,"CB,LB",24,Colombia,COL,187.0,3.0,2276436,6.77,,,900.0,10.0,,0.05,0.3,,,0.01,1.0,,40.7,4.0,,0.1,0.8,2.3,5.7,0.5,1.3,0.1,,,,,,,
848043,Alejandro Mayorga,FC Juarez,649424,"LB,CB",28,Mexico,MEX,177.0,4.0,1571791,6.49,,,623.0,8.0,,0.01,0.4,0.1,,0.11,5.0,2.0,28.0,2.5,0.7,0.1,1.3,1.3,2.2,0.3,1.4,0.144,,,,,,,
1347199,Denzell García,FC Juarez,649424,"RB,CDM,CM,CB",22,Mexico,MEX,170.0,5.0,3608917,6.98,2.0,1.0,859.0,10.0,0.21,0.16,1.4,0.6,0.105,0.1,11.0,2.0,28.5,2.1,0.5,0.3,1.5,0.8,1.3,0.3,1.0,0.105,,,,,,,
1603102,Diego Ochoa,FC Juarez,649424,CB,20,Mexico,MEX,189.0,14.0,584206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172324,Javier Aquino,FC Juarez,649424,"RB,RM,RWB,LB",36,Mexico,MEX,166.0,22.0,563373,,,,326.0,7.0,,,,,,0.03,2.0,,48.9,2.5,,,2.5,1.1,1.4,0.3,0.3,,,,,,,,
661270,José García,FC Juarez,649424,"CB,RB",30,Mexico,MEX,186.0,26.0,0,,,,106.0,4.0,,,,,,,,,,,,,,,,,,0.849,,,,,,,
1071281,Francisco Nevárez,FC Juarez,649424,RB,25,Mexico,MEX,178.0,33.0,434182,6.71,1.0,,659.0,9.0,0.14,0.02,0.7,0.1,,0.12,5.0,2.0,23.1,2.2,0.3,0.3,2.7,1.0,2.5,0.4,1.4,0.41,,,,,,,
1290173,Bryan Romero,FC Juarez,649424,CB,23,Mexico,MEX,185.0,184.0,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658522,Eder López,FC Juarez,649424,LB,20,Mexico,MEX,,237.0,1210880,,,,185.0,4.0,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,
907253,Monchu,FC Juarez,649424,"CM,CDM,CAM",26,Spain,ESP,173.0,6.0,5510849,6.83,,,427.0,6.0,,0.04,0.8,0.4,,0.2,12.0,3.0,25.3,2.3,0.2,0.2,2.1,,1.5,0.4,2.3,0.211,,,,,,,
1118569,Guilherme Castilho,FC Juarez,649424,"CM,CDM,CAM",26,Brazil,BRA,179.0,8.0,2103035,6.96,3.0,,287.0,9.0,0.94,0.41,2.8,1.3,,0.19,9.0,1.0,30.1,1.6,0.6,0.9,3.1,1.6,1.3,0.3,1.9,0.314,,,,,,,
390785,Rodolfo Pizarro,FC Juarez,649424,"CAM,CDM,ST",32,Mexico,MEX,173.0,10.0,721632,6.15,1.0,1.0,456.0,10.0,0.2,0.07,1.2,0.4,0.197,0.05,5.0,,22.3,0.6,1.4,0.6,0.4,0.8,0.4,,1.2,0.197,,,,,,,
952904,Raymundo Fulgencio,FC Juarez,649424,"LM,RW",26,Mexico,MEX,173.0,13.0,1627774,,,,84.0,6.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
1028441,Homer Martínez,FC Juarez,649424,"CDM,CM,ST,LWB",28,Colombia,COL,185.0,18.0,802480,6.43,,,497.0,9.0,,0.04,1.1,0.7,,0.09,4.0,1.0,29.9,2.9,,0.2,2.2,0.5,1.6,0.4,1.6,0.543,,,,,,,
766853,Jairo Torres,FC Juarez,649424,"RW,CAM",25,Mexico,MEX,169.0,20.0,1621915,,2.0,1.0,271.0,5.0,,,,,0.332,,2.0,1.0,,,,,,,,,,0.332,,,,,,,
1435885,Leonardo Rodriguez,FC Juarez,649424,,21,Mexico,MEX,167.0,183.0,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899646,Kenneth Martínez,FC Juarez,649424,CDM,18,Mexico,MEX,,186.0,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748492,Ricardo Juárez,FC Juarez,649424,,20,Mexico,MEX,182.0,198.0,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116481,Madson,FC Juarez,649424,"RM,RW,LW,CAM",26,Brazil,BRA,164.0,9.0,1938123,,,1.0,230.0,3.0,,,,,0.391,,4.0,,,,,,,,,,,,,,,,,,
940333,José Luis Rodriguez,FC Juarez,649424,"LW,LM,RW,RM,CDM",27,Panama,PAN,180.0,11.0,1968456,7.39,2.0,3.0,867.0,10.0,0.21,0.12,1.8,0.7,0.311,0.29,24.0,9.0,22.5,0.5,1.3,0.7,0.6,0.2,0.1,,0.4,0.208,,,,,,,
1200027,Luca Martínez Dupuy,FC Juarez,649424,ST,24,Mexico,MEX,180.0,17.0,602065,6.39,,1.0,239.0,7.0,,0.79,5.6,1.9,0.377,0.08,2.0,2.0,4.9,,0.4,0.4,0.4,,0.4,,1.1,,,,,,,,
683880,Óscar Estupiñán,FC Juarez,649424,ST,29,Colombia,COL,182.0,19.0,2831923,6.77,3.0,2.0,731.0,10.0,0.37,0.54,2.6,0.9,0.246,0.05,10.0,,10.3,0.7,,0.7,0.1,,0.7,0.2,1.7,0.123,,,,,,,
1195451,Ricardinho,FC Juarez,649424,"RW,CAM,ST",27,Portugal,POR,178.0,21.0,850000,6.4,1.0,,343.0,6.0,0.26,0.29,1.6,0.8,,0.01,2.0,,15.2,0.3,0.5,0.8,1.6,0.3,1.6,,1.6,0.262,,,,,,,
1302079,Ettson Ayón,FC Juarez,649424,ST,24,Mexico,MEX,177.0,29.0,879346,,,,89.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
1436543,Israel Larios,FC Juarez,649424,RW,22,Mexico,MEX,169.0,208.0,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724529,Luis Malagón,CF America,6576,GK,29,Mexico,MEX,180.0,1.0,6779279,7.02,,,810.0,9.0,,,,,,0.0,,,24.2,,,,0.1,,0.6,,,,,2.3,70.0,0.6,1.0,0.556,
111873,Rodolfo Cota,CF America,6576,GK,38,Mexico,MEX,184.0,30.0,666721,,,,180.0,2.0,,,,,,,,,,,,,,,,,,0.5,,,,,,0.5,
1192231,Fernando Tapia,CF America,6576,GK,24,Mexico,MEX,185.0,35.0,1440870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783373,Norberto Bedolla,CF America,6576,,20,Mexico,MEX,180.0,181.0,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707163,César Lugo,CF America,6576,,22,Mexico,MEX,187.0,183.0,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074586,Israel Reyes,CF America,6576,"CB,RB,CDM,CM",25,Mexico,MEX,179.0,3.0,2636370,7.14,,,810.0,9.0,,0.01,0.4,0.1,,0.05,5.0,1.0,60.1,8.3,0.1,0.2,0.8,0.9,4.9,0.8,0.9,0.111,,,,,,,
1020026,Sebastián Cáceres,CF America,6576,CB,26,Uruguay,URU,182.0,4.0,4889812,6.78,,,671.0,8.0,,,,,,0.01,,,55.8,2.5,0.3,,0.8,1.2,4.0,0.4,0.4,0.134,,,,,,,
924737,Kevin Álvarez,CF America,6576,"RB,RWB,CM,RM,CB",27,Mexico,MEX,175.0,5.0,2198135,7.15,,,720.0,8.0,,0.13,1.0,0.5,,0.04,2.0,,27.4,1.1,0.8,0.5,2.1,0.8,2.5,0.4,0.5,,,,,,,,
207793,Néstor Araújo,CF America,6576,RW,34,Mexico,MEX,188.0,14.0,339189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228559,Aarón Mejía,CF America,6576,RB,24,Mexico,MEX,173.0,18.0,1385358,,,,225.0,3.0,,,,,,,4.0,,,,,,,,,,,0.8,,,,,,,
683964,Cristián Borja,CF America,6576,"LB,LWB,CB",33,Colombia,COL,179.0,26.0,1052087,7.01,,,900.0,11.0,,0.03,1.1,0.3,,0.07,11.0,1.0,43.1,3.1,0.3,0.1,1.9,0.8,1.4,0.3,1.1,,,,,,,,
1414582,Miguel Vázquez,CF America,6576,CB,22,Mexico,MEX,185.0,32.0,776145,,,,180.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1576897,Dagoberto Espinoza,CF America,6576,RB,21,Mexico,MEX,,34.0,2258618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410305,Ralph Orquin,CF America,6576,LB,22,Mexico,MEX,177.0,34.0,2116837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085776,Ramón Juárez,CF America,6576,CB,24,Mexico,MEX,172.0,192.0,6649367,,,,276.0,7.0,,0.1,1.6,,,0.01,,,64.9,3.6,,,1.0,2.0,3.6,1.0,1.0,,0.326,,,,,,
189101,Jonathan dos Santos,CF America,6576,"CDM,CM",35,Mexico,MEX,172.0,6.0,372159,7.41,,1.0,615.0,9.0,,0.01,0.6,,0.146,0.11,11.0,2.0,90.4,5.9,0.6,0.1,2.3,2.2,1.3,0.3,0.4,,,,,,,,
848049,Alan Cervantes,CF America,6576,"CDM,CM",28,Mexico,MEX,178.0,13.0,2012277,,,,24.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
391602,Rodrigo Dourado,CF America,6576,"CDM,CM",31,Brazil,BRA,187.0,17.0,2112000,7.09,,1.0,780.0,10.0,,0.03,0.5,0.2,0.115,0.04,7.0,,51.7,1.0,0.2,0.5,2.8,0.9,1.4,0.1,1.8,0.462,,,,,,,
1010702,Alexis Gutiérrez,CF America,6576,"CM,CAM,RW,LW,RM",26,Mexico,MEX,173.0,20.0,2091456,6.62,,,331.0,9.0,,0.04,0.5,0.3,,0.15,4.0,1.0,40.5,1.4,1.1,0.8,1.9,1.4,1.1,0.3,0.5,,,,,,,,
1636610,Thiago Espinosa,CF America,6576,"LM,CM,LB",21,Uruguay,URU,173.0,22.0,1500000,,,,80.0,2.0,,,,,,,3.0,,,,,,,,,,,1.125,,,,,,,
750740,Raphael Veiga,CF America,6576,"CAM,CDM,CM,RM",30,Brazil,BRA,178.0,23.0,7863166,7.2,2.0,2.0,435.0,7.0,0.41,0.29,4.3,2.1,0.414,0.27,11.0,1.0,38.3,1.9,0.4,0.2,1.0,0.4,0.2,,1.4,0.414,,,,,,,
772320,Érick Sánchez,CF America,6576,"CM,CDM,CAM,RW",26,Mexico,MEX,167.0,28.0,7255270,6.94,,,545.0,8.0,,0.19,2.8,0.8,,0.13,12.0,1.0,47.7,1.2,0.3,1.0,1.0,0.5,0.3,0.2,1.0,0.165,,,,,,,
1086640,Santiago Naveda,CF America,6576,CM,24,Mexico,MEX,180.0,34.0,678708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671606,Lima,CF America,6576,"CAM,CM",29,Brazil,BRA,181.0,45.0,2200000,,1.0,1.0,110.0,5.0,,,,,0.818,,4.0,,,,,,,,,,,,0.818,,,,,,
1704909,Diego Arriaga,CF America,6576,LW,21,Mexico,MEX,174.0,186.0,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781685,Diego Rocio,CF America,6576,,18,USA,USA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941660,Brian Rodríguez,CF America,6576,"LW,RW,CAM,LM,ST",25,Uruguay,URU,174.0,7.0,6942969,7.45,3.0,2.0,731.0,11.0,0.37,0.36,2.8,0.7,0.246,0.21,24.0,2.0,31.4,0.9,2.1,0.7,0.9,0.2,,,1.1,0.246,,,,,,,
558452,Henry Martín,CF America,6576,ST,33,Mexico,MEX,177.0,9.0,1769801,,,1.0,247.0,4.0,,,,,0.364,,4.0,,,,,,,,,,,,,,,,,,
621882,Álex Zendejas,CF America,6576,"RW,CAM,LW,LM",28,USA,USA,167.0,10.0,8943776,,2.0,1.0,258.0,4.0,,,,,0.349,,6.0,1.0,,,,,,,,,,,,,,,,,
566247,Víctor Dávila,CF America,6576,"ST,RW,LW,CAM",28,Chile,CHI,173.0,11.0,4472293,6.58,2.0,,374.0,9.0,0.48,0.23,2.6,1.2,,0.02,1.0,,24.5,0.7,0.2,0.7,1.2,0.7,0.2,,1.9,0.241,,,,,,,
1197375,Isaías Violante,CF America,6576,RW,22,Mexico,MEX,173.0,12.0,5624059,,1.0,1.0,305.0,6.0,0.3,0.24,1.8,0.6,0.295,0.12,5.0,1.0,26.0,0.3,0.6,0.3,1.5,0.3,0.6,,0.9,,,,,,,,
1083320,Raúl Zúñiga,CF America,6576,"ST,RW",31,Colombia,COL,180.0,19.0,1419006,6.2,1.0,,370.0,10.0,0.24,0.24,0.5,0.5,,0.16,3.0,2.0,11.9,,0.2,0.7,1.2,,0.5,,1.2,0.243,,,,,,,
1513185,Patricio Salas,CF America,6576,ST,22,Mexico,MEX,,214.0,110000,6.53,1.0,1.0,305.0,9.0,0.3,0.37,3.5,0.9,0.295,0.12,7.0,1.0,22.1,0.3,0.9,0.6,2.1,0.6,,0.3,2.1,0.59,,,,,,,
50207,Camilo Vargas,Atlas,6577,GK,37,Colombia,COL,185.0,12.0,395576,6.58,,,990.0,11.0,,,,,,0.0,,,20.1,,0.1,,,,0.7,,,,,2.8,66.0,-4.5,1.5,0.273,
1173458,César Ramos,Atlas,6577,GK,25,Mexico,MEX,184.0,14.0,406362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203587,Antonio Sánchez,Atlas,6577,GK,26,Mexico,MEX,,22.0,439568,,,,90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,
602570,Gustavo Ferrareis,Atlas,6577,"RWB,RB,RM,LWB",30,Brazil,BRA,177.0,3.0,1061730,6.88,,,848.0,10.0,,0.08,1.2,0.8,,0.12,9.0,1.0,27.6,2.2,0.4,0.3,1.0,1.1,2.7,,0.7,0.212,,,,,,,
918828,Adrián Mora,Atlas,6577,CB,28,Mexico,MEX,185.0,4.0,369972,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
721448,Gaddi Aguirre,Atlas,6577,"CB,RM",29,Mexico,MEX,173.0,13.0,712480,6.85,,1.0,1005.0,12.0,,0.04,0.6,,0.09,0.02,5.0,1.0,32.2,2.7,0.1,,2.9,1.5,3.5,0.4,1.3,0.358,,,,,,,
1085770,Rivaldo Lozano,Atlas,6577,"LWB,LM",27,Mexico,MEX,169.0,17.0,997880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838273,Rodrigo Adrián Schlegel,Atlas,6577,CB,28,Argentina,ARG,184.0,21.0,1279962,6.79,,1.0,990.0,11.0,,0.02,0.4,0.1,0.091,0.01,2.0,,42.4,4.0,,0.1,1.8,1.8,5.2,0.3,1.9,0.091,0.091,,,,,,
201110,Carlos Orrantía,Atlas,6577,"CB,RWB",35,Mexico,MEX,171.0,23.0,340630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222434,Jorge Rodríguez,Atlas,6577,"LWB,LM,CB",24,Mexico,MEX,177.0,25.0,583522,6.8,,,523.0,7.0,,,,,,0.05,4.0,2.0,23.1,1.5,0.2,,1.5,0.9,4.8,0.3,0.7,0.344,,,,,,,
816132,Manuel Capasso,Atlas,6577,CB,29,Argentina,ARG,189.0,28.0,1200000,7.32,1.0,,1080.0,12.0,0.08,0.19,1.0,0.1,,0.01,3.0,,42.2,5.3,0.4,,1.4,2.3,8.4,0.8,1.4,0.167,,,,,,,
710479,Róber,Atlas,6577,CB,31,Spain,ESP,182.0,44.0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611916,Jorge San Martín,Atlas,6577,CB,21,Mexico,MEX,185.0,218.0,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921399,Edyairth Ortega,Atlas,6577,CM,29,Mexico,MEX,176.0,,363214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766852,Édgar Zaldívar,Atlas,6577,CM,29,Mexico,MEX,175.0,6.0,592765,6.3,,,393.0,10.0,,0.07,0.9,,,0.05,2.0,,34.8,0.9,0.7,,0.9,0.9,1.1,,1.8,0.229,,,,,,,
571451,Mateo García,Atlas,6577,"LM,CAM",29,Argentina,ARG,167.0,8.0,1124608,6.75,1.0,1.0,409.0,7.0,0.22,0.02,0.9,0.4,0.22,0.04,3.0,1.0,35.0,1.5,0.7,0.4,1.8,0.4,0.4,,0.9,,,,,,,,
848182,Gustavo Del Prete,Atlas,6577,"LM,CM",29,Argentina,ARG,175.0,10.0,1054476,,,,20.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,
1348496,Diego González,Atlas,6577,"CAM,RM,CM,RW",23,Paraguay,PAR,177.0,11.0,5156407,7.05,1.0,1.0,704.0,10.0,0.13,0.32,2.9,1.0,0.128,0.26,17.0,5.0,23.4,1.2,0.6,1.2,1.7,0.5,2.3,,1.0,0.256,,,,,,,1.0
1664780,Paulo Ramírez,Atlas,6577,"CM,CDM",23,Mexico,MEX,178.0,15.0,696651,6.38,1.0,,583.0,10.0,0.15,0.06,1.4,0.5,,0.05,3.0,1.0,22.4,0.6,0.5,0.2,1.9,1.1,0.9,0.5,1.5,0.154,0.154,,,,,,
418259,Aldo Rocha,Atlas,6577,"CM,CDM",33,Mexico,MEX,165.0,26.0,589645,6.79,,,1032.0,12.0,,0.01,0.4,,,0.03,8.0,,44.9,3.3,0.4,0.2,1.4,1.0,1.4,0.4,1.7,0.262,,,,,,,
1520968,Víctor Ríos,Atlas,6577,"CM,CB,LM",22,Mexico,MEX,191.0,27.0,330000,6.81,1.0,,461.0,11.0,0.2,0.02,0.8,0.4,,0.01,1.0,,39.4,2.1,0.2,0.6,2.7,2.0,2.7,0.6,2.0,0.586,,,,,,,
292903,Arturo González,Atlas,6577,"RM,RW,ST",31,Mexico,MEX,173.0,58.0,1225969,7.4,5.0,,846.0,12.0,0.53,0.32,1.8,0.7,,0.24,18.0,2.0,28.4,0.7,1.0,1.3,1.3,0.4,0.9,0.1,0.7,,,,,,,,1.0
1635975,Jesús Serrato,Atlas,6577,RM,20,Mexico,MEX,174.0,192.0,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696068,Sergio Hernández,Atlas,6577,"LWB,CM,LM",21,Mexico,MEX,,199.0,25000,6.73,,1.0,646.0,9.0,,0.03,1.0,0.4,0.139,0.1,3.0,1.0,24.5,1.3,1.3,0.8,3.1,0.6,1.1,0.1,1.3,0.139,,,,,,,
1338987,Agustín Rodríguez,Atlas,6577,ST,28,Uruguay,URU,184.0,9.0,1800000,,1.0,,223.0,6.0,0.4,0.29,3.2,0.4,,0.02,1.0,,10.5,0.4,0.4,,,0.4,0.8,,2.0,,,,,,,,
689693,Eduardo Aguirre,Atlas,6577,"ST,LW,LM",27,Mexico,MEX,,19.0,1476903,6.62,1.0,1.0,547.0,12.0,0.16,0.25,1.6,0.7,0.165,0.04,5.0,,15.0,0.3,0.5,1.0,0.2,0.3,0.5,,1.6,0.329,,,,,,,2.0
1783371,José Martín,Atlas,6577,,18,Mexico,MEX,172.0,203.0,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846742,Luis Gamboa,Atlas,6577,"ST,RW",17,Mexico,MEX,,251.0,50000,,,1.0,69.0,7.0,,,,,1.304,,2.0,,,,,,,,,,,,,,,,,,
1070198,Andrés Gudiño,Cruz Azul,6578,GK,29,Mexico,MEX,183.0,1.0,765363,7.23,,,990.0,11.0,,,,,,0.0,,,16.9,,,0.1,0.1,,1.1,,,0.273,,2.5,71.8,0.5,1.0,0.364,
1053720,Kevin Mier,Cruz Azul,6578,GK,25,Colombia,COL,,23.0,8914636,,,,90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1393572,Emmanuel Ochoa,Cruz Azul,6578,GK,20,Mexico,MEX,188.0,30.0,1324910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866185,Bruno Salgado,Cruz Azul,6578,,21,Mexico,MEX,,40.0,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965205,Willer Ditta,Cruz Azul,6578,"CB,CDM",29,Colombia,COL,,4.0,6000000,7.21,,1.0,990.0,11.0,,0.06,0.6,0.3,0.091,0.03,7.0,1.0,35.9,2.1,0.4,0.1,1.2,1.4,5.4,0.5,1.7,0.455,,,,,,,
1249286,Jesús Orozco,Cruz Azul,6578,CB,24,Mexico,MEX,189.0,5.0,9000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971628,Érik Lira,Cruz Azul,6578,"CB,CM,CDM",25,Mexico,MEX,170.0,6.0,10580819,6.86,,,945.0,12.0,,0.01,0.2,,,0.02,2.0,,34.7,1.9,0.2,0.1,1.0,1.1,2.2,0.3,1.0,0.286,,,,,,,
1084523,Amaury García,Cruz Azul,6578,CB,24,Mexico,MEX,180.0,17.0,468810,6.62,,,287.0,9.0,,0.19,1.3,0.6,,0.13,2.0,,41.1,0.9,,,1.3,0.6,5.6,,1.3,,,,,,,,
1435880,Jorge Rodarte,Cruz Azul,6578,"CB,RWB",21,Mexico,MEX,179.0,22.0,30000,6.69,,1.0,310.0,8.0,,0.02,0.3,,0.29,0.1,4.0,1.0,16.5,1.2,0.9,,3.2,0.6,2.0,,1.2,0.29,,,,,,,
1239645,Cristian Jiménez,Cruz Azul,6578,CB,23,Mexico,MEX,,32.0,446170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479220,Gonzalo Piovi,Cruz Azul,6578,CB,31,Argentina,ARG,180.0,33.0,1824958,7.38,,,1080.0,12.0,,0.05,1.5,0.1,,0.08,10.0,,40.2,4.9,0.2,0.1,2.2,1.7,4.2,0.3,1.2,0.167,,,,,,,
1927875,Diego Ramirez,Cruz Azul,6578,,22,Mexico,MEX,171.0,39.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283439,Josué Díaz,Cruz Azul,6578,,21,Mexico,MEX,,209.0,501420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222470,Omar Campos,Cruz Azul,6578,"LWB,RWB,RM",23,Mexico,MEX,174.0,3.0,3719571,6.98,,1.0,617.0,10.0,,0.05,1.0,0.3,0.146,0.09,10.0,,26.1,0.9,1.2,,2.3,1.3,1.3,0.6,0.3,,,,,,,,
879858,Agustín Palavecino,Cruz Azul,6578,"CM,CDM,CAM",29,Argentina,ARG,173.0,8.0,2550957,7.76,4.0,3.0,979.0,12.0,0.37,0.15,3.0,1.2,0.276,0.2,24.0,3.0,35.5,1.7,0.6,0.8,1.7,0.4,1.3,0.2,1.7,0.46,,,,,,,
1341356,Andrés Montaño,Cruz Azul,6578,"CM,CAM",23,Mexico,MEX,174.0,10.0,2368832,,1.0,,95.0,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,
1125498,Jeremy Márquez,Cruz Azul,6578,"CDM,CM",25,Mexico,MEX,177.0,16.0,4009410,7.09,1.0,,847.0,12.0,0.11,0.06,1.3,0.4,,0.07,10.0,,31.3,1.1,0.6,0.3,1.9,1.2,0.7,0.3,1.2,,,,,,,,
1160089,Luka Romero,Cruz Azul,6578,"CAM,RW,CM,LM",21,Argentina,ARG,165.0,18.0,6457150,6.43,,,295.0,10.0,,0.34,3.4,0.9,,0.06,2.0,1.0,22.9,0.3,1.2,0.6,1.8,,0.3,,1.8,0.61,,,,,,,
769593,Carlos Rodríguez,Cruz Azul,6578,"CM,CDM,CAM,LW,ST,LM,LWB",29,Mexico,MEX,176.0,19.0,2470000,7.49,3.0,,947.0,12.0,0.29,0.07,1.2,0.5,,0.21,31.0,2.0,39.6,2.3,0.6,0.9,1.0,0.3,0.3,0.1,1.0,0.095,,,,,,,
994917,José Paradela,Cruz Azul,6578,"CAM,RW,RM,ST,LW",27,Argentina,ARG,,20.0,8712193,7.27,5.0,2.0,856.0,12.0,0.53,0.39,2.9,1.5,0.21,0.17,12.0,2.0,19.7,0.5,1.8,1.1,1.7,,,0.1,2.5,0.21,,,,,,,
