id,nombre,equipo,equipo_id,posicion,edad,nacionalidad,pais_cod,altura_cm,camiseta,valor_mercado_eur,rating,goles,asistencias,minutos_stats,partidos_stats,goles_p90,xG_p90,tiros_p90,tiros_a_puerta_p90,asistencias_p90,xA_p90,chances_creadas_p90,grandes_chances_p90,pases_precisos_p90,pases_largos_p90,duelos_tierra_ganados_p90,recuperaciones_campo_rival_p90,entradas_p90,intercepciones_p90,despejes_p90,tiros_bloqueados_p90,faltas_cometidas_p90,tarjetas_amarillas_p90,tarjetas_rojas_p90,paradas_p90,porcentaje_paradas_p90,goles_evitados_p90,goles_recibidos_p90,porterias_cero_p90,penales_ganados_p90
855911,Carlos Rodolfo Rotondi,Cruz Azul,6578,"LWB,LM,CAM,CB",29,Argentina,ARG,,29.0,3500000,7.46,2.0,1.0,905.0,11.0,0.2,0.24,2.1,0.9,0.099,0.23,19.0,4.0,20.9,0.7,0.6,0.8,2.2,1.0,2.7,0.6,1.0,0.199,,,,,,,
1504620,Karol Velázquez,Cruz Azul,6578,RWB,20,Mexico,MEX,175.0,35.0,538755,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1523535,Amaury Morales,Cruz Azul,6578,RWB,20,Mexico,MEX,169.0,194.0,2629775,6.43,,1.0,155.0,8.0,,0.08,1.7,,0.581,0.08,2.0,,19.7,,2.3,0.6,1.2,,0.6,,1.7,,,,,,,,
1816031,Emmanuel Sánchez,Cruz Azul,6578,,20,Mexico,MEX,,200.0,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888854,Rogelio González,Cruz Azul,6578,,21,Mexico,MEX,,203.0,20000,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1838728,Diego Valdez,Cruz Azul,6578,,20,Mexico,MEX,,239.0,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996018,Nicolás Ibánez,Cruz Azul,6578,ST,31,Argentina,ARG,180.0,7.0,1511772,6.76,2.0,1.0,549.0,10.0,0.33,0.42,3.6,1.0,0.164,0.13,6.0,,13.0,0.2,1.0,0.3,0.3,0.2,0.8,,2.5,0.328,,,,,,,
692891,Christian Ebere,Cruz Azul,6578,ST,27,Nigeria,NGA,,11.0,900000,,,1.0,93.0,5.0,,,,,0.968,,3.0,1.0,,,,,,,,,,,,,,,,,
434180,Gabriel Fernández,Cruz Azul,6578,"ST,CAM",31,Uruguay,URU,186.0,21.0,1439576,7.34,4.0,4.0,645.0,10.0,0.56,0.43,3.9,1.5,0.558,0.04,13.0,3.0,11.2,0.4,1.0,0.4,0.7,,0.7,,2.2,,0.14,,,,,,2.0
1529771,Bryan Gamboa,Cruz Azul,6578,,24,Mexico,MEX,,27.0,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603851,Mateo Levy,Cruz Azul,6578,ST,19,Mexico,MEX,175.0,34.0,50000,,,,155.0,6.0,,0.24,4.1,1.2,,0.02,2.0,,7.0,,,1.2,1.2,,1.2,1.2,1.7,0.581,,,,,,,
188123,Hugo González,Toluca,6618,GK,35,Mexico,MEX,183.0,1.0,491747,,,,450.0,5.0,,,,,,,1.0,,,,,,,,,,,0.2,,,,,,0.6,
1699722,David Shrem,Toluca,6618,,20,Mexico,MEX,195.0,18.0,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417520,Luis García,Toluca,6618,GK,33,Mexico,MEX,183.0,22.0,385289,7.47,,,540.0,6.0,,,,,,0.0,1.0,,21.3,,,,,,0.7,,,,,2.8,85.0,1.3,0.5,0.5,
766850,Diego Barbosa,Toluca,6618,"RB,RWB,RM",29,Mexico,MEX,173.0,2.0,1343308,7.19,1.0,,588.0,9.0,0.15,0.06,1.4,0.6,,0.11,4.0,1.0,28.2,0.5,1.2,0.3,3.7,0.5,1.7,0.6,2.4,0.459,,,,,,,
291556,Antonio Briseño,Toluca,6618,CB,32,Mexico,MEX,185.0,3.0,655523,,1.0,,233.0,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0
933574,Bruno Méndez,Toluca,6618,"CB,RB",26,Uruguay,URU,180.0,4.0,3021378,7.28,,,526.0,6.0,,0.04,0.7,,,0.02,2.0,,36.1,3.1,,,1.5,2.6,3.1,0.5,0.2,0.342,,,,,,,
1053836,Federico Pereira,Toluca,6618,CB,26,Uruguay,URU,187.0,6.0,7410630,7.37,1.0,,745.0,10.0,0.12,0.21,1.6,0.4,,0.02,8.0,2.0,55.9,4.6,,0.2,0.8,1.7,4.5,0.2,1.4,0.242,,,,,,,
1128764,Mauricio Isaís,Toluca,6618,LB,24,Mexico,MEX,184.0,12.0,929937,,,,170.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
387490,Luan,Toluca,6618,CB,32,Brazil,BRA,189.0,13.0,956699,,,,255.0,6.0,,0.02,1.1,0.4,,0.01,1.0,,46.6,2.5,,,1.1,2.5,4.9,0.4,1.4,0.353,,,,,,,
1208803,Santiago Simón,Toluca,6618,"RB,RWB,RW,CM",23,Argentina,ARG,178.0,19.0,6369718,7.05,,1.0,597.0,8.0,,0.03,0.6,0.2,0.151,0.26,13.0,4.0,36.0,2.4,0.9,0.2,1.1,0.9,1.5,0.3,1.8,0.151,,,,,,,
597976,Jesús Gallardo,Toluca,6618,"LB,LWB,LM",31,Mexico,MEX,176.0,20.0,2280967,7.53,1.0,2.0,729.0,9.0,0.12,0.23,1.5,0.2,0.247,0.23,9.0,2.0,34.0,1.7,0.7,0.9,2.5,0.4,1.5,,1.7,0.494,,,,,,,1.0
1353113,Everardo López,Toluca,6618,"CB,LB",20,Mexico,MEX,180.0,25.0,1500000,6.79,,,554.0,8.0,,0.05,0.6,0.2,,0.02,2.0,1.0,36.6,2.6,0.2,,1.3,1.8,2.4,0.3,0.6,,,,,,,,
1178451,Alek Álvarez,Toluca,6618,LW,22,Mexico,MEX,174.0,35.0,544938,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1783531,Sebastián Aceves,Toluca,6618,RB,20,Mexico,MEX,,184.0,80000,,,,85.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,
833581,Franco Romero,Toluca,6618,"CDM,CM",25,Argentina,ARG,178.0,5.0,3911755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099712,Nicolás Castro,Toluca,6618,"CM,CAM,LW,LM,CDM,RW",25,Argentina,ARG,182.0,8.0,2641807,6.96,,,413.0,8.0,,0.21,3.7,1.3,,0.13,11.0,,42.7,2.2,1.7,1.1,1.1,0.7,0.4,,0.9,,,,,,,,
730888,Jesús Angulo,Toluca,6618,"CAM,RW,RM,CM,LM,ST",29,Mexico,MEX,170.0,10.0,2906099,7.37,2.0,,656.0,10.0,0.27,0.3,2.1,0.5,,0.21,26.0,1.0,38.3,1.4,1.1,0.5,0.8,0.3,,,0.4,0.274,,,,,,,
950681,Marcel Ruíz,Toluca,6618,"CDM,CM,CAM",25,Mexico,MEX,179.0,14.0,9289064,7.84,1.0,2.0,719.0,8.0,0.13,0.23,2.1,0.4,0.25,0.24,15.0,6.0,49.1,2.4,0.3,0.4,3.1,1.0,1.5,0.4,1.6,0.626,,,,,,,
659034,Fernando Arce,Toluca,6618,CDM,29,USA,USA,181.0,24.0,651054,,,,271.0,4.0,,,,,,,,,,,,,,,,,,0.332,,,,,,,
1025983,Frankie Amaya,Toluca,6618,CM,25,USA,USA,163.0,24.0,1134984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448133,Víctor Arteaga,Toluca,6618,CDM,22,Mexico,MEX,174.0,33.0,786499,,,,65.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1644439,Francisco Pumpido,Toluca,6618,RB,21,Mexico,MEX,,187.0,40000,,,,45.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1789757,José Arroyo,Toluca,6618,,19,Mexico,MEX,160.0,207.0,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798272,Jose Estrada,Toluca,6618,,18,Mexico,MEX,,250.0,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915602,Sebastián Córdova,Toluca,6618,"ST,RW",28,Mexico,MEX,173.0,7.0,3000000,6.49,,2.0,286.0,8.0,,0.35,2.2,0.9,0.629,0.15,6.0,2.0,23.9,1.3,1.6,0.6,1.3,0.3,0.3,,2.5,0.315,,,,,,,
728365,Alexis Vega,Toluca,6618,"LW,ST,CAM,RW,LM",28,Mexico,MEX,165.0,9.0,6772939,,,,99.0,2.0,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,
935183,Helinho,Toluca,6618,"RW,RM,ST",25,Brazil,BRA,,11.0,4460508,7.33,3.0,1.0,341.0,7.0,0.79,0.7,5.3,2.1,0.264,0.17,11.0,,34.6,2.6,3.7,1.3,0.8,0.8,,,1.1,0.528,,,,,,,
1179357,Pável Pérez,Toluca,6618,"LW,CAM,CM",27,Mexico,MEX,168.0,15.0,1326154,6.9,,1.0,523.0,11.0,,0.11,1.9,0.5,0.172,0.27,15.0,1.0,34.8,1.2,1.7,1.0,2.1,0.5,0.3,,1.4,,,,,,,,
1367053,Oswaldo Virgen,Toluca,6618,ST,20,Mexico,MEX,180.0,23.0,950000,,,,68.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
361377,Paulinho,Toluca,6618,ST,33,Portugal,POR,188.0,26.0,4894068,7.44,6.0,2.0,760.0,10.0,0.71,0.71,4.1,1.5,0.237,0.16,5.0,2.0,10.3,0.5,0.2,0.8,0.5,0.1,0.6,,1.8,0.237,,,,,,,1.0
1456400,Franco Rossi,Toluca,6618,ST,23,Uruguay,URU,180.0,27.0,750000,,,,171.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
914079,Jorge Díaz,Toluca,6618,ST,27,Mexico,MEX,176.0,29.0,550000,,1.0,2.0,276.0,7.0,0.33,0.57,3.3,2.0,0.652,0.26,4.0,2.0,28.7,0.7,0.7,0.3,1.0,0.7,0.7,,1.3,,,,,,,,
1888866,Giovani Bravo,Toluca,6618,,20,Mexico,MEX,180.0,189.0,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227878,Raúl Rangel,Chivas,7807,GK,26,Mexico,MEX,187.0,1.0,5698141,7.15,,,990.0,11.0,,,,,,0.01,2.0,,26.4,,,,,,1.2,,,0.182,,2.3,71.4,-0.1,0.9,0.455,
522580,Óscar Whalley,Chivas,7807,GK,31,Spain,ESP,189.0,13.0,328651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432423,Eduardo García,Chivas,7807,GK,23,Mexico,MEX,,30.0,600228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184671,José Castillo,Chivas,7807,"CB,RWB",24,Mexico,MEX,178.0,2.0,1968674,7.18,1.0,,882.0,11.0,0.1,0.09,0.6,0.1,,0.01,1.0,,58.7,3.3,0.4,0.1,2.0,0.8,3.3,0.5,0.8,,,,,,,,
988723,Gilberto Sepúlveda,Chivas,7807,CB,27,Mexico,MEX,180.0,3.0,2467620,,,,19.0,1.0,,,,,,,,,,,,,,,,,,4.737,,,,,,,
950047,Miguel Tapias,Chivas,7807,CB,29,Mexico,MEX,179.0,4.0,1618445,,,,53.0,2.0,,,,,,,,,,,,,,,,,,1.698,,,,,,,
1112940,Bryan González,Chivas,7807,"LWB,LB,CB,LW,LM",22,Mexico,MEX,181.0,5.0,4245679,7.56,1.0,3.0,990.0,11.0,0.09,0.18,2.0,0.7,0.273,0.14,12.0,3.0,32.9,1.2,1.1,0.1,1.9,0.9,3.2,0.2,1.1,0.091,,,,,,,1.0
921174,Luis Romo,Chivas,7807,"CB,CDM,CM",30,Mexico,MEX,182.0,7.0,2083619,7.31,,1.0,490.0,6.0,,0.06,1.5,0.6,0.184,0.02,3.0,1.0,57.5,6.4,0.2,0.2,0.9,1.5,5.3,,0.9,0.367,,,,,,,
1169763,Diego Campillo,Chivas,7807,"CB,CDM,CM",24,Mexico,MEX,180.0,19.0,1259183,7.02,,1.0,601.0,9.0,,,,,0.15,0.05,3.0,1.0,66.5,3.6,0.3,0.1,1.2,2.4,5.4,0.6,1.0,,,,,,,,
1251789,Daniel Aguirre,Chivas,7807,"CB,CDM,RWB",26,USA,USA,170.0,23.0,330000,7.43,2.0,2.0,854.0,10.0,0.21,0.17,1.4,0.4,0.211,0.15,10.0,5.0,50.3,3.5,0.2,,1.5,2.0,2.7,0.3,1.5,0.632,,,,,,,2.0
1333094,Miguel Gómez,Chivas,7807,"RB,RWB",23,Mexico,MEX,173.0,24.0,1058217,,,,100.0,7.0,,0.02,0.9,,,0.04,2.0,,27.0,,2.7,,6.3,0.9,2.7,,3.6,,,,,,,,
1132863,Leonardo Sepúlveda,Chivas,7807,CB,24,USA,USA,182.0,27.0,413140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457481,Ángel Chávez,Chivas,7807,,21,Mexico,MEX,181.0,56.0,250000,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
610473,Omar Govea,Chivas,7807,"CDM,CM",30,Mexico,MEX,176.0,6.0,1404481,7.14,,,745.0,9.0,,0.04,0.6,0.1,,0.04,2.0,,63.1,2.7,0.4,0.7,2.2,0.6,1.3,,1.4,0.604,,,,,,,
927365,Efraín Álvarez,Chivas,7807,"CAM,CM,RM,LW,RW,ST",23,Mexico,MEX,173.0,10.0,4759531,7.28,1.0,2.0,731.0,11.0,0.12,0.16,2.3,0.6,0.246,0.36,24.0,7.0,56.1,5.3,1.1,1.2,0.7,0.1,0.1,,0.5,,,,,,,,
1170238,Brian Gutiérrez,Chivas,7807,"CM,CAM,CDM",22,Mexico,MEX,178.0,11.0,6657382,6.89,1.0,,614.0,11.0,0.15,0.11,2.9,0.9,,0.07,9.0,2.0,47.6,1.8,1.2,0.9,2.3,0.3,0.3,,1.9,,,,,,,,
497838,Érick Gutiérrez,Chivas,7807,"CDM,CM",30,Mexico,MEX,177.0,15.0,2123329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720737,Roberto Alvarado,Chivas,7807,"CAM,RW,RM,ST,RWB,CM,CB",27,Mexico,MEX,172.0,25.0,6408376,7.61,1.0,2.0,956.0,11.0,0.09,0.16,2.2,1.0,0.188,0.18,26.0,3.0,45.6,1.8,1.3,1.0,1.2,0.6,0.8,0.2,1.5,,,,,,,,
1603101,Hugo Camberos,Chivas,7807,RW,19,Mexico,MEX,176.0,26.0,2500000,,1.0,,104.0,4.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
430764,Rubén González,Chivas,7807,"CM,CDM",32,Mexico,MEX,175.0,28.0,1212409,6.84,,,559.0,9.0,,0.01,0.3,,,0.09,4.0,1.0,62.5,2.7,0.2,0.2,3.9,2.1,1.1,0.3,2.1,0.483,,,,,,,
1457724,Jonathan Padilla,Chivas,7807,CM,20,Mexico,MEX,178.0,31.0,1800000,,1.0,,61.0,6.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
942980,Richard Ledezma,Chivas,7807,"RWB,RB,LWB,CAM,CB",25,Mexico,MEX,174.0,37.0,2457131,7.17,1.0,3.0,734.0,10.0,0.12,0.07,1.1,0.4,0.368,0.2,19.0,3.0,33.2,1.0,0.5,0.1,0.5,0.4,0.6,0.2,0.6,0.613,,,,,,,
196884,Alan Pulido,Chivas,7807,ST,35,Mexico,MEX,171.0,9.0,759943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693676,Ricardo Marín,Chivas,7807,ST,28,Mexico,MEX,181.0,17.0,1150595,6.47,1.0,2.0,117.0,8.0,0.77,0.57,5.4,3.1,1.538,0.32,5.0,2.0,23.1,0.8,,0.8,1.5,,,,6.2,,,,,,,,
1136270,Jonathan Pérez,Chivas,7807,"RW,LW,RM",23,Mexico,MEX,168.0,18.0,880000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215428,Ángel Sepúlveda,Chivas,7807,"ST,CAM",35,Mexico,MEX,180.0,20.0,612470,6.69,3.0,1.0,356.0,11.0,0.76,0.9,2.8,1.8,0.253,0.23,6.0,2.0,16.7,0.8,0.8,0.3,0.3,,0.8,,1.0,0.506,,,,,,,1.0
1456983,Armando González,Chivas,7807,ST,22,Mexico,MEX,178.0,34.0,2243983,7.44,10.0,,777.0,11.0,1.16,1.3,4.2,2.2,,0.07,8.0,,14.6,0.2,0.5,0.7,0.6,,0.6,,1.0,0.116,,,,,,,
242197,Julio González,Puebla,7847,GK,34,Mexico,MEX,183.0,1.0,595708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183510,Juan Gómez,Puebla,7847,,24,Mexico,MEX,,23.0,522013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191817,Daniel Gutierrez,Puebla,7847,GK,28,Mexico,MEX,181.0,28.0,529847,7.05,,,990.0,11.0,,0.01,0.1,,,0.0,1.0,,17.5,,0.1,,0.2,,0.5,,0.1,0.364,,3.4,74.0,0.8,1.2,0.364,
716086,Jesús Rodríguez,Puebla,7847,GK,32,Mexico,MEX,186.0,33.0,351218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734283,Juan Pablo Vargas,Puebla,7847,CB,30,Costa Rica,CRC,192.0,4.0,1000000,7.13,1.0,,720.0,8.0,0.13,0.01,0.3,0.1,,0.05,6.0,1.0,32.4,2.5,0.1,,0.9,1.0,6.5,0.9,0.6,,,,,,,,
848048,Ulises Torres,Puebla,7847,"LB,CB",28,Mexico,MEX,191.0,5.0,80000,,,,90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
841170,Nicolás Díaz,Puebla,7847,"CB,CM,RB,LM,LWB,LB,CAM",26,Chile,CHI,178.0,6.0,1130149,7.12,,,783.0,9.0,,0.02,0.5,0.1,,0.09,11.0,1.0,40.9,4.9,0.2,0.1,2.0,1.4,6.3,0.6,1.1,0.345,0.115,,,,,,
1399027,Fernando Monárrez,Puebla,7847,"LB,LWB",26,Mexico,MEX,173.0,7.0,477216,6.94,,,577.0,8.0,,0.03,0.8,0.2,,0.05,7.0,1.0,31.5,1.4,0.6,0.3,2.2,1.4,3.4,0.3,1.2,0.312,0.156,,,,,,
1352812,Iker Moreno,Puebla,7847,"RB,RM,RWB",22,Mexico,MEX,172.0,12.0,686456,6.99,,,866.0,10.0,,,,,,0.05,7.0,,31.1,1.5,0.6,0.1,1.9,1.2,3.1,0.4,0.9,0.208,,,,,,,
1504613,José Pachuca,Puebla,7847,"CB,RM",20,Mexico,MEX,190.0,20.0,855076,,1.0,,197.0,6.0,0.46,0.04,0.9,0.5,,0.02,,,46.6,4.6,0.9,,3.2,1.4,6.4,1.8,2.3,0.457,,,,,,,
1658519,Eduardo Navarro,Puebla,7847,CB,21,Mexico,MEX,179.0,192.0,694992,6.73,,,808.0,10.0,,0.04,0.4,0.1,,0.01,2.0,,24.8,0.7,0.1,,1.3,1.1,5.3,1.9,1.1,0.223,,,,,,,
1832559,Álvaro de la Rosa,Puebla,7847,RWB,20,Mexico,MEX,,195.0,688794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222037,Luis Gabriel Rey,Puebla,7847,"CB,CM,CDM",23,Mexico,MEX,,3.0,1142703,6.73,,,807.0,11.0,,0.1,1.7,0.1,,0.07,6.0,1.0,40.6,4.2,0.8,,1.8,0.7,2.7,0.8,1.2,0.112,,,,,,,
1217100,Miguel Ramírez,Puebla,7847,CM,23,USA,USA,,8.0,639809,,,,66.0,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,
1035189,Raúl Castillo,Puebla,7847,"CM,ST",24,Mexico,MEX,177.0,10.0,823223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342851,Alonso Ramírez,Puebla,7847,"CM,CDM",24,Mexico,MEX,173.0,16.0,40000,6.65,,,485.0,9.0,,0.06,1.1,0.2,,0.02,2.0,1.0,26.0,1.5,0.2,0.2,3.2,1.9,1.3,0.4,2.2,0.371,,,,,,,
1613475,Ariel Gamarra,Puebla,7847,CM,23,Paraguay,PAR,175.0,18.0,514951,,,,89.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
996036,Carlos Baltazar,Puebla,7847,"CAM,LW",29,Mexico,MEX,171.0,22.0,447623,6.9,1.0,2.0,523.0,11.0,0.17,0.24,2.2,1.4,0.344,0.09,12.0,2.0,23.6,0.7,2.2,0.3,1.5,0.5,0.5,0.3,1.0,,,,,,,,
1139937,Alejandro Organista,Puebla,7847,"CM,LM,CAM,RM,CDM",25,Mexico,MEX,171.0,24.0,585351,6.52,,,563.0,11.0,,0.1,1.1,0.3,,0.1,6.0,1.0,40.8,1.8,0.6,0.2,2.1,0.3,1.4,0.2,2.1,0.32,,,,,,,
684129,Brayan Garnica,Puebla,7847,RM,29,Mexico,MEX,,27.0,745883,,,1.0,145.0,7.0,,0.04,0.6,,0.621,0.17,5.0,1.0,33.5,0.6,1.2,1.2,2.5,0.6,3.7,,0.6,,,,,,,,
384673,Lucas Daniel Cavallini,Puebla,7847,ST,33,Canada,CAN,182.0,9.0,2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935366,Emiliano Gómez,Puebla,7847,"ST,LW,LM,CAM,CM",24,Uruguay,URU,178.0,11.0,1848632,6.77,1.0,1.0,830.0,11.0,0.11,0.1,2.1,0.8,0.108,0.06,14.0,,17.0,0.3,1.2,0.4,0.5,0.1,0.7,,0.4,,,,,,,,
1200722,Edgar Guerra,Puebla,7847,"RW,ST,RM,LW",25,Colombia,COL,,15.0,918124,6.96,3.0,1.0,822.0,11.0,0.33,0.35,3.4,1.6,0.109,0.06,6.0,1.0,17.6,1.5,1.3,0.3,1.2,0.4,0.7,,1.5,0.438,,,,,,,
1172985,Esteban Lozano,Puebla,7847,"ST,RW",23,Mexico,MEX,170.0,17.0,680422,6.36,2.0,,612.0,11.0,0.29,0.46,2.6,0.9,,0.02,4.0,,8.2,0.3,0.4,0.3,0.6,,2.1,0.3,1.5,,,,,,,,
1221231,Ignacio Maestro Puch,Puebla,7847,ST,22,Argentina,ARG,176.0,19.0,734621,,,,56.0,4.0,,,,,,,1.0,,,,,,,,,,,1.607,,,,,,,
1529775,Owen González,Puebla,7847,"LW,RM,RW",22,Mexico,MEX,169.0,21.0,140000,,,,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
616400,Alexis Canelo,Puebla,7847,"ST,CAM",34,Argentina,ARG,178.0,25.0,220479,,,,14.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
978252,Kevin Velasco,Puebla,7847,"RW,CAM,CM",28,Colombia,COL,168.0,26.0,411519,7.0,,2.0,640.0,10.0,,0.07,2.0,0.6,0.281,0.17,24.0,2.0,30.0,1.3,1.5,0.3,1.3,0.3,,0.1,2.0,0.281,,,,,,,
1192467,Eduardo Mustre,Puebla,7847,,23,Mexico,MEX,169.0,29.0,70000,,,,15.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
659757,Ángelo Araos,Puebla,7847,ST,29,Chile,CHI,180.0,32.0,336634,,,,66.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,
991005,Carlos Moreno,Pachuca,7848,GK,28,Mexico,MEX,187.0,25.0,2069270,7.06,,,900.0,10.0,,,,,,0.0,3.0,,19.6,,,,,,1.1,,,0.3,0.1,2.5,73.5,1.1,0.9,0.2,
1226238,José Eulogio,Pachuca,7848,GK,22,Mexico,MEX,,31.0,475974,,,,90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,
1901738,César Camacho,Pachuca,7848,,19,Mexico,MEX,,241.0,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907723,Sergio Barreto,Pachuca,7848,CB,26,Argentina,ARG,184.0,2.0,2252209,7.23,,1.0,990.0,11.0,,0.06,0.6,,0.091,0.04,3.0,,40.8,3.9,,,1.4,0.5,6.6,0.3,1.2,0.182,,,,,,,
641247,Eduardo Bauermann,Pachuca,7848,CB,30,Brazil,BRA,186.0,4.0,1004475,7.19,,,990.0,11.0,,0.01,0.3,0.1,,0.0,,,30.5,2.2,0.2,,1.2,1.9,6.5,0.8,0.6,0.091,,,,,,,
1205874,Brian García,Pachuca,7848,"RB,LB",28,Mexico,MEX,170.0,12.0,1804583,7.6,1.0,3.0,900.0,10.0,0.1,0.06,0.8,0.1,0.3,0.09,14.0,2.0,39.3,2.9,0.7,,1.3,1.2,2.0,0.2,0.3,,,,,,,,
1502906,Jorge Berlanga,Pachuca,7848,"RB,LB,CB",22,Mexico,MEX,180.0,13.0,1034240,,,,109.0,2.0,,,,,,,,,,,,,,,,,,0.826,,,,,,,
1432143,Carlos Sánchez,Pachuca,7848,RB,23,Mexico,MEX,170.0,14.0,170000,7.25,,,485.0,7.0,,0.03,0.7,0.2,,0.03,3.0,,28.2,4.6,2.0,0.2,3.7,2.2,2.8,0.2,3.7,0.371,0.186,,,,,,
1203563,René López,Pachuca,7848,"RB,LB",24,Mexico,MEX,177.0,21.0,30000,,,,106.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
671944,Alan Mozo,Pachuca,7848,RB,28,Mexico,MEX,175.0,22.0,2134687,,,,222.0,3.0,,,,,,,4.0,,,,,,,,,,,0.405,,,,,,,
200875,Luis Rodríguez,Pachuca,7848,"RB,CB",35,Mexico,MEX,171.0,24.0,341874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
